,link,name,type,price,address,built_up,bedrooms,bathrooms,monthly_installment,land_title,tenure,furnishing,state
1367,/property/semenyih/sale-6098215/,"Eco Majestic Setia Ecohill Tenderfields, Semenyih",3,780000,"Jalan Eco Majestic 2, Eco Majestic Setia Ecohill Tenderfields, 43500, Selangor ",2396.0,4,0,3515,4,5,2, Selangor
1368,/property/semenyih/d-cerrum-apartment/sale-6310047/,"D'Cerrum Apartment, Semenyih",4,250000,"Pesiaran EcoHill Timur, Semenyih, 43500, Selangor ",949.0,3,2,1127,4,5,2, Selangor
1369,/property/cheras/eko-cheras/sale-7039499/,"EkoCheras, Cheras",4,560000,"Jalan Cheras, Cheras, 55300, Kuala Lumpur ",821.0,2,1,2524,4,5,4, Kuala Lumpur
1370,/property/cheras/eko-cheras/sale-7111949/,"EkoCheras, Cheras",2,550000,"Jalan Cheras, Cheras, 55300, Kuala Lumpur ",762.0,1,2,2479,4,5,1, Kuala Lumpur
1371,/property/cheras/eko-cheras/sale-8421164/,"EkoCheras, Cheras",2,588000,"Jalan Cheras, Cheras, 55300, Kuala Lumpur ",762.0,1,2,2650,4,5,4, Kuala Lumpur
1372,/property/iskandar-puteri-nusajaya/sale-8421044/,"Nusa Sentral@ Spring Grove, Iskandar Puteri (Nusajaya)",4,858000,"Nusa Sentral@ Spring Grove, Johor ",3824.0,7,6,3867,4,5,2, Johor
1373,/property/damansara/sale-5702147/,"Ria@Sutera Damansara, Damansara",4,860000,"Ria@Sutera Damansara, Damansara Damai, Ria@Sutera Damansara, 47830, Kuala Lumpur ",2368.0,5,4,3876,4,3,1, Kuala Lumpur
1376,/property/seputeh/sale-6705658/,"Taman Seputeh, Kuala lumpur, Seputeh",1,1300000,"Taman Seputeh, Kuala lumpur, 58000, Kuala Lumpur ",3000.0,4,3,5859,4,5,4, Kuala Lumpur
1377,/property/jalan-klang-lama-old-klang-road/seringin-residences/sale-8420962/,"Seringin Residences, Taman Serangkai, Jalan Klang Lama (Old Klang Road)",2,998000,"Jalan Senang Ria, Taman Serangkai, 58200, Kuala Lumpur ",1523.0,3,3,4498,4,5,4, Kuala Lumpur
1379,/property/sentul/the-fennel/sale-7403891/,"The Fennel, Sentul Selatan, Sentul",2,930000,"Jalan Enam, Sentul Selatan, 51000, Kuala Lumpur ",1488.0,4,4,4191,4,5,4, Kuala Lumpur
1380,/property/iskandar-puteri-nusajaya/sale-8410907/,"bukit indah, Iskandar Puteri (Nusajaya)",4,589000,"jalan indah 5, bukit indah, 81200, Johor ",1173.0,4,3,2655,4,5,1, Johor
1381,/property/kota-kinabalu/jesselton-twin-towers/sale-8220446/,"Jesselton Twin Towers, Kota Kinabalu",3,1160325,"Jalan Bersatu, Kota Kinabalu, 88300, Sabah ",1719.0,4,3,5229,4,3,2, Sabah
1383,/property/rawang/sale-7793434/,"Peridot Precinct, Kota Emerald East, Rawang",4,1200000,"Jalan KE 3, Kota Emerald, Peridot Precinct, Kota Emerald East, 48000, Selangor ",3216.0,4,4,5408,4,5,2, Selangor
1384,/property/rawang/sale-8341498/,"Amethyst 3, Jasper, Kota Emerald East, Rawang",2,840000,"Jalan KE 4, Kota Emerald, Amethyst 3, Jasper, Kota Emerald East, 48000, Selangor ",3000.0,6,6,3786,4,5,2, Selangor
1385,/property/rawang/sale-8300632/,"Amberley, Kota Emerald West, Rawang, Rawang",1,750000,"Jalan KE 9, Kota Emerald, Amberley, Kota Emerald West, Rawang, 48000, Selangor ",2251.0,5,4,3380,4,5,2, Selangor
1386,/property/rawang/sale-8310672/,"Acacia Park, Bandar Tasik Puteri, Rawang, Rawang",4,600000,"Jalan 5/2, Acacia Park, Bandar Tasik Puteri, Rawang, 48020, Selangor ",1959.0,4,3,2704,4,3,2, Selangor
1387,/property/rawang/sale-7475384/,"Setia Eco Templer, Templer Park, Rawang, Rawang",1,1050000,"Jalan SET 1, Setia Eco Templer, Templer Park, Rawang, 48000, Selangor ",2626.0,5,5,4732,4,3,2, Selangor
1389,/property/rawang/sale-7693618/,"NEW COMPLETED, Desa Country Homes, Rawang",3,590000,"Jalan Artistik 33, Bandar Country Homes, NEW COMPLETED, Desa Country Homes, 48000, Selangor ",2031.0,4,3,2659,4,5,2, Selangor
1390,/property/kepong/fortune-avenue/sale-8341618/,"Fortune Avenue, Taman Usahawan Kepong, Kepong",4,470000,"Jalan Metro Perdana 6, Taman Usahawan Kepong, 51200, Kuala Lumpur ",1137.0,3,2,2118,4,3,2, Kuala Lumpur
1391,/property/rawang/sale-8294279/,"M Residence, Corus 68, Rawang, Rawang",3,740000,"Jalan MR 1, M Residence, M Residence, Corus 68, Rawang, 48020, Selangor ",3248.0,6,5,3335,4,5,2, Selangor
1392,/property/rawang/sale-7793258/,"Amethyst 2, Kota Emerald, Rawang, Rawang",4,405000,"Jalan KE 2, Kota Emerald, Amethyst 2, Kota Emerald, Rawang, 48000, Selangor ",1800.0,4,3,1825,4,5,2, Selangor
1393,/property/rawang/sale-8146237/,"Setia Eco Templer, Templer Park, Rawang, Rawang",3,1880000,"Jalan SET 1, Setia Eco Templer, Setia Eco Templer, Templer Park, Rawang, 48000, Selangor ",3481.0,5,6,8473,4,3,2, Selangor
1394,/property/klcc/platinum-suites-the-face-suites/sale-8309944/,"Platinum Suites (The Face Suites), KLCC",2,1280000,"Jalan Sultan Ismail, KLCC, 50250, Kuala Lumpur ",1008.0,2,2,5769,-,5,1, Kuala Lumpur
1395,/property/klcc/aria/sale-8303873/,"Aria, KLCC",2,2000000,"Jalan Tun Razak, KLCC, 50450, Kuala Lumpur ",1502.0,4,3,9014,4,5,1, Kuala Lumpur
1400,/property/johor-bahru/sale-7512238/,"setia indah, Johor Bahru",2,980000,"setia indah, 81100, Johor ",5500.0,7,5,4417,4,5,1, Johor
1401,/property/tanjong-tokong/andaman-quayside/sale-8288458/,"Andaman Quayside , Tanjung Tokong, Tanjong Tokong",2,2350000,"Lorong Seri Tanjung Pinang, Tanjung Tokong, 11200, Penang ",2480.0,4,4,10591,4,5,1, Penang
1402,/property/tanjong-tokong/quayside-condominium/sale-8288449/,"Quayside Condominium, Tanjung Tokong, Tanjong Tokong",2,2350000,"Jalan Seri Tanjung Pinang, Tanjung Tokong, 10470, Penang ",2480.0,4,4,10591,4,5,1, Penang
1404,/property/klcc/the-oval/sale-5468836/,"The Oval, KLCC",2,3500000,"Jalan Binjai, off Lorong Kuda, KLCC, Kuala Lumpur ",3897.0,4,5,15774,4,5,1, Kuala Lumpur
1405,/property/klcc/isola/sale-6629502/,"Isola, KLCC",2,1198800,"Jalan Yap Kwan Seng, KLCC, 50450, Kuala Lumpur ",636.0,1,1,5403,2,5,1, Kuala Lumpur
1406,/property/klcc/the-mews/sale-6629309/,"The Mews, KLCC",2,1250000,"Jalan Yap Kwan Seng, KLCC, 50450, Kuala Lumpur ",925.0,1,1,5634,2,5,1, Kuala Lumpur
1409,/property/klcc/star-residences-three/sale-5334090/,"Star Residences Three, KLCC",2,1155000,"Jalan Yap Kwan Seng, KLCC, Kuala Lumpur ",625.0,3,2,5205,4,5,4, Kuala Lumpur
1410,/property/klcc/anggun-residences/sale-5326764/,"Anggun Residences, KLCC",2,1000000,"Jalan Sultan Ismail, KLCC, 50300, Kuala Lumpur ",751.0,2,2,4507,4,5,4, Kuala Lumpur
1411,/property/klcc/anggun-residences/sale-5326764/,"Anggun Residences, KLCC",2,1000000,"Jalan Sultan Ismail, KLCC, 50300, Kuala Lumpur ",751.0,2,2,4507,4,5,4, Kuala Lumpur
1412,/property/klcc/platinum-suites-the-face-suites/sale-5326757/,"Platinum Suites (The Face Suites), KLCC",2,1100000,"Jalan Sultan Ismail, KLCC, 50250, Kuala Lumpur ",850.0,2,1,4958,4,5,1, Kuala Lumpur
1414,/property/klcc/setia-sky-residences/sale-5326654/,"Setia SKY Residences, KLCC",4,1000000,"Jalan Raja Muda Abdul Aziz, Off Jalan Tun Razak, KLCC, Kuala Lumpur ",1281.0,3,2,4507,4,5,4, Kuala Lumpur
1415,/property/klcc/banyan-tree-signatures/sale-5295574/,"Banyan Tree Signatures, KLCC",2,1830000,"Jalan Conlay, KLCC, 55100, Kuala Lumpur ",1076.0,2,2,8248,2,5,4, Kuala Lumpur
1416,/property/bukit-bintang/pavilion-suites/sale-5282692/,"Pavilion Suites, Bukit Bintang",2,2000000,"Jalan Bukit Bintang, Bukit Bintang, 55100, Bukit Bintang, 55100, Kuala Lumpur ",718.0,1,2,9014,4,5,1, Kuala Lumpur
1417,/property/klcc/stonor-3/sale-5280645/,"Stonor 3, KLCC",4,1300000,"Lorong Stonor, KLCC, 50450, Kuala Lumpur ",871.0,2,2,5859,4,5,4, Kuala Lumpur
1418,/property/bukit-bintang/sixceylon/sale-4841496/,"Sixceylon, Bukit Bintang",2,1300000,"6 Jalan ceylon, Bukit Bintang, 50200, Kuala Lumpur ",1555.0,3,2,5859,4,5,1, Kuala Lumpur
1419,/property/kl-city/suasana-bukit-ceylon-raja-chulan-residences/sale-4835145/,"Suasana Bukit Ceylon / Raja Chulan Residences, Bukit Ceylon, KL City",2,1250000,"Persiaran Raja Chulan, Bukit Ceylon, 55100, Kuala Lumpur ",1581.0,3,3,5634,-,-,-, Kuala Lumpur
1421,/property/desa-park-city/sale-6722395/,"Levenue, Desa ParkCity",2,2950000,"Desa ParkCity, Levenue, 52200, Kuala Lumpur ",3200.0,7,6,13295,4,5,4, Kuala Lumpur
1422,/property/setapak/sale-8319190/,"Taman Ibukota Setapak Gombak, Setapak",2,599000,"Jalan Ibukota Taman Ibukota, Taman Ibukota Setapak Gombak, 53100, Kuala Lumpur ",1540.0,3,2,2700,4,5,2, Kuala Lumpur
1423,/property/damansara-heights/sale-8282139/,"Bukit Damansara, Damansara Heights",4,1550000,"Medan Damansara, Bukit Damansara, 50490, Kuala Lumpur ",2400.0,4,3,6986,4,5,4, Kuala Lumpur
1426,/property/bukit-bintang/pavilion-suites/sale-8419750/,"Pavilion Suites, Bukit Bintang",4,5000,"Jalan Bukit Bintang, Bukit Bintang, 55100, Bukit Bintang, 55100, Kuala Lumpur ",836.0,2,1,23,4,5,1, Kuala Lumpur
1427,/property/sungai-besi/sale-7778695/,"DALE LAKE FIELDS/LAKEFIELDS, Sungai Besi",4,980000,"LAKE FIELD,JALAN TASIK DAMAI,TAMAN TASIK DAMAI,SG BESI, KL, DALE LAKE FIELDS/LAKEFIELDS, 57100, Kuala Lumpur ",2600.0,5,4,4417,4,3,4, Kuala Lumpur
1428,/property/rawang/sale-8419705/,"Setia Eco Templer, Rawang",1,888000,"Jalan SET 1/3A , Setia Eco Templer, 48000, Selangor ",2626.0,5,5,4002,4,3,3, Selangor
1430,/property/jalan-klang-lama-old-klang-road/oug-parklane/sale-8156243/,"OUG Parklane, Jalan Klang Lama (Old Klang Road)",2,325000,"Jalan 1/152, Jalan Klang Lama (Old Klang Road), 58200, Kuala Lumpur ",950.0,3,2,1465,4,5,4, Kuala Lumpur
1432,/property/iskandar-puteri-nusajaya/sale-8118753/,"Taman Perling Semi-D House, Iskandar Puteri (Nusajaya)",3,838000,"Taman Perling Semi-D House, 81200, Johor ",2535.0,4,3,3777,4,5,2, Johor
1434,/property/klcc/the-oval/sale-6792493/,"The Oval, KLCC",4,3300000,"Jalan Binjai, off Lorong Kuda, KLCC, Kuala Lumpur ",3897.0,4,5,14873,-,-,4, Kuala Lumpur
1435,/property/ampang-hilir/nobleton-crest/sale-6815771/,"Nobleton Crest, Taman U-Thant, Ampang Hilir",2,3300000,"Jalan U-Thant, Taman U-Thant, 55000, Kuala Lumpur ",3563.0,5,4,14873,-,5,4, Kuala Lumpur
1436,/property/sungai-besi/sale-6928162/,"DALE,LAKE FIELDS / LAKEFIELDS SG BESI, Sungai Besi",2,980000,"DALE,JALAN TASIK DAMAI, TAMAN TASIK DAMAI,LAKEFIELDS,Lake Fields, 57100, Kuala Lumpur, DALE,LAKE FIELDS / LAKEFIELDS SG BESI, 57100, Kuala Lumpur ",2600.0,5,4,4417,4,3,2, Kuala Lumpur
1437,/property/sungai-besi/sale-6928102/,"REED LAKE FIELDS / LAKEFIELDS, Sungai Besi",4,1200000,"REED JALAN TASIK IMPIAN TAMAN TASIK IMPIAN SUNGAI BESI KUALA LUMPUR, REED LAKE FIELDS / LAKEFIELDS, 57100, Kuala Lumpur ",3216.0,5,6,5408,4,3,4, Kuala Lumpur
1438,/property/sungai-besi/sale-6884939/,"MEADOW LAKE FIELDS LAKEFIELDS KL SG BESI, Sungai Besi",4,1390000,"Jalan Tasik, Taman Tasik Damai,Lakefields,Lake Fields, MEADOW LAKE FIELDS LAKEFIELDS KL SG BESI, 57100, Kuala Lumpur ",2512.0,5,4,6265,4,3,4, Kuala Lumpur
1439,/property/sungai-besi/sale-6927888/,"MEADOW LAKE FIELDS LAKEFIELDS KL SG BESI, Sungai Besi",4,930000,"Meadow, Jalan Tasik, Taman Tasik Damai, Lakefield, Lake field, Sungai Besi, Kuala lumpur, KL, MEADOW LAKE FIELDS LAKEFIELDS KL SG BESI, 57000, Kuala Lumpur ",2512.0,5,4,4191,4,3,4, Kuala Lumpur
1442,/property/kulai/sale-8295169/,"Indahpura, Kulai",4,600000,"Jalan Cempaka, Indahpura, 81000, Johor ",2000.0,4,3,2704,4,5,1, Johor
1443,/property/kulai/sale-8254536/,"Indahpura, Kulai",1,600000,"Jalan Cempaka 36, Indahpura, 81000, Johor ",2000.0,4,3,2704,4,5,1, Johor
1444,/property/balakong/symphony-tower-menara-simfoni/sale-7666314/,"Symphony Tower (Menara Simfoni), Balakong",2,335000,"Lebuhraya SILK, Balakong, 43300, Selangor ",486.0,1,1,1510,2,5,1, Selangor
1447,/property/bukit-jalil/twin-arkz/sale-4832096/,"Twin Arkz, Bukit Jalil",4,880000,"Jalan Jalil Perkasa 1, Bukit Jalil, 57000, Kuala Lumpur ",1170.0,3,2,3966,-,5,4, Kuala Lumpur
1448,/property/jalan-klang-lama-old-klang-road/platinum-arena/sale-7885382/,"Platinum Arena, Old Klang Road, Jalan Klang Lama (Old Klang Road)",2,450096,"Jalan Klang Lama, Old Klang Road, 58000, Kuala Lumpur ",907.0,3,3,2029,2,3,4, Kuala Lumpur
1449,/property/pasir-gudang/sale-6438713/,"Nusa Damai,Taman Scientex,Bukit Dahlia , Pasir Gudang",3,488000,"Nusa Damai,Taman Scientex,Bukit Dahlia , 81700, Johor ",1888.0,4,4,2199,4,5,-, Johor
1450,/property/klcc/the-mews/sale-8418918/,"The Mews, KLCC",2,1330000,"Jalan Yap Kwan Seng, KLCC, 50450, Kuala Lumpur ",925.0,2,1,5994,4,5,-, Kuala Lumpur
1451,/property/klcc/the-mews/sale-8418906/,"The Mews, KLCC",2,1380000,"Jalan Yap Kwan Seng, KLCC, 50450, Kuala Lumpur ",925.0,2,1,6219,4,5,1, Kuala Lumpur
1452,/property/bandar-hilir/silverscape-luxury-residences/sale-7683854/,"Silverscape Luxury Residences, Jalan Syed Abdul Aziz, Bandar Hilir",2,780000,"Jalan Syed Abdul Aziz, 75000, Melaka, Jalan Syed Abdul Aziz, 75000, Melaka ",1145.0,3,2,3515,-,-,-, Melaka
1453,/property/mont-kiara/kiaraville/sale-8116741/,"Kiaraville, Mont Kiara",2,2150000,"Changkat Duta Kiara, Mont Kiara, 50450, Kuala Lumpur ",3410.0,6,6,9690,4,5,4, Kuala Lumpur
1454,/property/cyberjaya/aspire-residence/sale-7660583/,"Aspire Residence, Cyberjaya",2,330000,"Cyberjaya, 47130 Cyberjaya, Selangor ",900.0,3,2,1487,4,5,4, Selangor
1455,/property/klcc/three-28-tun-razak/sale-8354947/,"Three28 Tun Razak, KLCC",2,1280000,"Jalan Tun Razak, KLCC, 50400, Kuala Lumpur ",1281.0,3,3,5769,4,5,1, Kuala Lumpur
1456,/property/cheras/sale-7704159/,"Tiara Hill, Cheras",4,1900000,"Tiara Hill, 56000, Kuala Lumpur ",3253.0,6,5,8563,4,5,4, Kuala Lumpur
1457,/property/taman-desa/papillon-desahill-condominium/sale-6166891/,"Papillon Desahill Condominium, Taman Desa",2,1350000,"Jalan Desa Utama, Taman Desa, Kuala Lumpur ",1712.0,4,3,6084,4,5,4, Kuala Lumpur
1458,/property/pantai/inwood-residences/sale-7374351/,"Inwood Residences, Pantai Dalam/Kerinchi, Pantai",2,800000,"Pantai Sentral Park Off Jalan Pantai Murni , Pantai Dalam/Kerinchi, Kuala Lumpur ",1125.0,2,2,3605,4,3,2, Kuala Lumpur
1459,/property/bangsar/sale-7055802/,"TERASEK, BANGSAR, Bangsar",4,1750000,"TERASEK, BANGSAR, TERASEK, BANGSAR, Kuala Lumpur ",2000.0,2,0,7887,4,5,2, Kuala Lumpur
1460,/property/klcc/the-avare/sale-4814282/,"The Avare, KL City Centre, KLCC",2,2800000,"Lorong Kuda off Jalan Tun Razak, KL City Centre, 50450, Kuala Lumpur ",3800.0,5,6,12619,-,5,1, Kuala Lumpur
1461,/property/puchong/kenanga-apartments/sale-8413542/,"Kenanga Apartments, Pusat Bandar Puchong, Puchong",2,308000,"Jalan Wawasan 2/3, Pusat Bandar Puchong, 47100, Selangor ",883.0,3,2,1388,4,5,2, Selangor
1462,/property/seri-kembangan/sale-8412979/,"THE PARK RESIDENCE Bukit Sedang, Seri Kembangan",3,1850000,"THE PARK RESIDENCE Bukit Sedang, Selangor ",5008.0,6,5,8338,-,5,4, Selangor
1468,/property/masai/sale-8441611/,"JLN MANGGA TMN KOTA MASAI, Masai",4,320000,"JLN MANGGA, JLN MANGGA TMN KOTA MASAI, 81700, Johor ",1300.0,3,2,1442,4,5,3, Johor
1470,/property/pasir-gudang/parc-regency-residensi-masai/sale-8441587/,"PARC Regency (Residensi Masai), Taman Kota Masai, Pasir Gudang",2,318000,"Jalan Masai Jaya 2, Taman Kota Masai, 81750, Johor ",810.0,2,2,1433,-,-,-, Johor
1471,/property/wangsa-maju/irama-wangsa/sale-8016086/,"Irama Wangsa, Wangsa Maju",2,635000,"Jalan 26/24 Off Seksyen 10, Wangsa Maju, Kuala Lumpur ",1206.0,3,2,2862,4,5,4, Kuala Lumpur
1472,/property/johor-bahru/bayu-puteri-3/sale-8441495/,"Bayu Puteri 3, Taman Bayu Puteri, Johor Bahru",2,360000,"Jalan Bayu Puteri 1/2, Taman Bayu Puteri, 80150, Johor ",906.0,3,2,1622,4,3,4, Johor
1474,/property/kl-city/core-residence-trx/sale-8441456/,"Core Residence @ TRX, KL City",2,1300000,"Jalan Tun Razak, KL City, 55100, Kuala Lumpur ",650.0,1,1,5859,-,5,4, Kuala Lumpur
1475,/property/desa-park-city/sale-7634119/,"Casaman Desa ParkCity, Desa ParkCity",4,3480000,"Casaman Desa ParkCity, 52200, Kuala Lumpur ",4306.0,5,5,15684,4,-,-, Kuala Lumpur
1476,/property/tropicana/casa-tropicana/sale-5702548/,"Casa Tropicana, Tropicana",2,700000,"Persiaran Tropicana, Tropicana, 47301, Selangor ",1410.0,3,3,3155,4,3,1, Selangor
1477,/property/desa-park-city/sale-8410212/,"Adora, Desa ParkCity",4,2350000,"Adora, 52200, Kuala Lumpur ",2509.0,5,4,10591,4,5,4, Kuala Lumpur
1478,/property/port-dickson/sale-8311866/,"Bandar Springhill, Port Dickson",4,369000,"Bandar Springhill, Negeri Sembilan ",2047.0,4,3,1663,4,5,2, Negeri Sembilan
1479,/property/cheras/v-residence-2-sunway-velocity/sale-6959960/,"V Residence 2 @ Sunway Velocity, Cheras",2,1035000,"Jalan Cheras, Cheras, 55100, Kuala Lumpur ",850.0,2,2,4665,2,5,1, Kuala Lumpur
1480,/property/subang-jaya/putra-residence/sale-6988983/,"Putra Residence, Putra Heights, Subang Jaya",2,430000,"Jalan Putra Murni 3/1, Putra Heights, 47650, Selangor ",645.0,2,1,1938,-,5,4, Selangor
1481,/property/mount-austin-tebrau/sale-8262340/,"Austin Duta, Mount Austin, Tebrau, Mount Austin, Tebrau",4,575000,"Austin Duta, Mount Austin, Tebrau, Johor ",1600.0,3,3,2591,4,5,2, Tebrau
1482,/property/kepong/fortune-avenue/sale-8329419/,"Fortune Avenue, Taman Usahawan Kepong, Kepong",2,470000,"Jalan Metro Perdana 6, Taman Usahawan Kepong, 51200, Kuala Lumpur ",1137.0,3,2,2118,4,3,4, Kuala Lumpur
1484,/property/sikamat/sale-7822023/,"Sri Pulai, Sikamat, Sikamat",3,788405,"Sri Pulai, Sikamat, Negeri Sembilan ",3222.0,5,5,3553,4,5,2, Negeri Sembilan
1486,/property/kulai/sale-8439833/,"Taman Pertama, Kulai",4,295000,"Jalan Kijang, Taman Pertama, 81000, Johor ",1540.0,3,2,1330,4,5,2, Johor
1488,/property/johor-bahru/aloha-tower-condominium/sale-8416335/,"Aloha Tower Condominium, Johor Bahru",2,470000,"Jalan Kolam Ayer, Johor Bahru, 80100, Johor ",1700.0,4,2,2118,-,5,4, Johor
1489,/property/kenali/anjung-vista/sale-7586562/,"Anjung Vista, Kenali",2,400000,"Jalan Raja Perempuan Zainab 2, Kenali, 16150, Kelantan ",1161.0,3,1,1803,4,5,2, Kelantan
1492,/property/ipoh/sale-8325165/,"IPOH SUNWAY , Ipoh",4,360000,"Sanctuary Gardens, Hillside Residence, IPOH SUNWAY , Perak ",2200.0,4,4,1622,-,-,-, Perak
1493,/property/ipoh/sale-8324980/,"IPOH BEMBAN, Ipoh",3,268000,"Bemban Raya Residence, Batu Gajah, IPOH BEMBAN, Perak ",1800.0,4,3,1208,-,-,-, Perak
1494,/property/ipoh/sale-8326208/,"IPOH PENGKALAN ,Pengkalan Bersatu Reside, Ipoh",4,258000,"Pengkalan Bersatu Residence , IPOH PENGKALAN ,Pengkalan Bersatu Reside, Perak ",1000.0,4,2,1163,-,-,-, Perak
1495,/property/cyberjaya/sale-8128555/,"LAKE FRONT RESIDENCE @ CYBERJAYA, Cyberjaya",4,800000,"CYBERJAYA CITY CENTRE, PERSIARAN LAKESIDE, JALAN PINGGIRAN CYBER, 63000, CYBERJAYA, SELANGOR, LAKE FRONT RESIDENCE @ CYBERJAYA, 63000, Selangor ",2700.0,5,4,3605,4,5,-, Selangor
1496,/property/cyberjaya/sale-7078915/,"Jewel of Garsmere Residence @ Cyberjaya, Cyberjaya",3,760000,"Cyber, CYBERJAYA, PERSIARAN MULIA, 63000 SELANGOR, Jewel of Garsmere Residence @ Cyberjaya, Selangor ",3000.0,5,4,3425,4,5,-, Selangor
1497,/property/kuala-kangsar/sale-8325876/,"JERLUN JAYA RESIDENCE,KUALA KANGSAR, Kuala Kangsar",4,208000,"JERLUN JAYA RESIDENCE,KUALA KANGSAR, JERLUN JAYA RESIDENCE,KUALA KANGSAR, Perak ",800.0,3,2,937,-,-,-, Perak
1498,/property/ipoh/sale-8325252/,"SERI ISKANDAR , Ipoh",1,308000,"UNI PARKLAND @ UTP, SERI ISKANDAR , Perak ",1250.0,4,2,1388,-,-,-, Perak
1499,/property/cyberjaya/sale-8129799/,"Lakepoint Residence @ Cyberjaya City Centre, Cyberjaya",4,750000,"Cyberjaya, Cyberjaya City Centre, Persiaran Lake Side, Jalan Lakefront, 63000, CYBERJAYA, SELANGOR, Lakepoint Residence @ Cyberjaya City Centre, 63000, Selangor ",2600.0,5,4,3380,4,5,-, Selangor
1501,/property/cyberjaya/sale-8237896/,"Cyberjaya City Centre, Cyberjaya",4,688000,"Cyberjaya, PERDANA LAKEVIEW, PERSIARAN LAKESIDE, JALAN LAKE FRONT, 63000 Cyberjaya, Selangor, Cyberjaya City Centre, 63000, Selangor ",2590.0,5,4,3101,4,5,-, Selangor
1502,/property/cyberjaya/sale-7669172/,"Setia Eco Residence @ Cyberjaya, Cyberjaya",4,850000,"Cyberjaya City Centre, Persiaran APEC, CYBERJAYA, Lake Point, Lakefront, Persiaran Bestari, Cyber, Setia Eco Residence @ Cyberjaya, 63000, Selangor ",2500.0,5,4,3831,4,5,-, Selangor
1504,/property/cyberjaya/sale-8299902/,"Liu Li Garden, Setia Eco Glades, Cyberjaya",4,930000,"Setia Eco Glades, Cyberjaya, Liu Li Garden, Setia Eco Glades, 63000, Selangor ",2900.0,4,4,4191,4,5,2, Selangor
1505,/property/cyberjaya/sale-7778433/,"Cassia Garden Residence, Cyberjaya",3,1050000,"Cassia Garden Residence Cyberjaya , Cassia Garden Residence, Selangor ",3068.0,5,5,4732,4,5,4, Selangor
1506,/property/perling/sale-8092716/,"JLN RAWA PERLING, Perling",4,455000,"JLN RAWA, JLN RAWA PERLING, 81200, Johor ",1668.0,4,2,2051,4,5,4, Johor
1507,/property/cyberjaya/sale-7590312/,"Summerglades, Cyberjaya",4,850000,"Summerglades Cyberjaya, Summerglades, Selangor ",3000.0,5,5,3831,4,5,4, Selangor
1508,/property/cyberjaya/sale-5753170/,"Jacaranda Garden Residence , Cyberjaya",3,1299999,"Jacaranda Garden Residence Cyberjaya, Jacaranda Garden Residence , Selangor ",3683.0,6,6,5859,4,5,4, Selangor
1509,/property/permas-jaya/fair-view-apartment/sale-8373962/,"Fair View Apartment, Bandar Baru Permas Jaya, Permas Jaya",2,330000,"Jalan Permas 10/3, Bandar Baru Permas Jaya, 81750, Johor ",1024.0,3,2,1487,4,5,4, Johor
1510,/property/chan-sow-lin/one-residence/sale-8284856/,"One Residence , Chan Sow Lin",2,867000,"Jln Sg. Besi, Off Jln Satu, Chan Sow Lin, 57100, Kuala Lumpur ",1250.0,3,3,3907,4,3,2, Kuala Lumpur
1511,/property/cyberjaya/sale-6635889/,"Cassia Garden Residence, Cyberjaya",4,930000,"Cassia Garden Residence Cyberjaya, Cassia Garden Residence, Selangor ",3750.0,7,7,4191,4,5,2, Selangor
1513,/property/shah-alam/sale-8031792/,shah Alam,4,680000,"shah Alam, 40460, Kuala Lumpur ",1760.0,4,3,3065,4,5,2, Kuala Lumpur
1514,/property/ampang/villa-ampang/sale-8467931/,"Villa Ampang, Ampang",2,590000,"No. 3, Jalan Ampang Tengah, Ampang Hilir, Ampang, 55000, Kuala Lumpur ",947.0,3,2,2659,4,5,4, Kuala Lumpur
1517,/property/mont-kiara/pavilion-hilltop/sale-5901671/,"Pavilion Hilltop, Mont Kiara",2,1450000,"Jalan Kiara, Mont Kiara, 50480, Kuala Lumpur ",1496.0,4,4,6535,4,5,4, Kuala Lumpur
1518,/property/kl-city/core-residence-trx/sale-8399157/,"Core Residence @ TRX, KL City",2,1190000,"Jalan Tun Razak, KL City, 55100, Kuala Lumpur ",624.0,1,1,5363,2,5,4, Kuala Lumpur
1519,/property/subang-jaya/casa-subang/sale-4733691/,"Casa Subang, USJ1, Subang Jaya",2,300000,"Jalan Subang 1, USJ1, 47600, Selangor ",692.0,3,2,1352,4,3,4, Selangor
